set_id,is_case,year,date,row,col,lat,lon,unc_m,effort,effort_m,cool12_d,cool12_d_z,cool15_d,cool15_d_z,dd5,dd5_z,dd5_pct,dry60,dry60_z,p30,p30_z,p30_pct,p60,p60_z,p60_pct,p7,p7_z,p7_pct,p90,p90_z,p90_pct,pnext30,pnext30_z,pnext30_pct,t30,t30_z,t30_anom,t60,t60_z,t60_anom,t7,t7_z,t7_anom,t90,t90_z,t90_anom
1,0,1989,1989-08-27,63,34,64.44,25.034,1000.0,460,128,6.0,0.3096,13.0,-0.7577,968.7,0.1125,101.3,11.0,0.0,98.795,0.8504,142.7,196.71,1.0952,138.1,10.323,-0.3426,73.1,282.004,1.4121,143.0,17.013,-1.1893,31.5,14.703,0.105,0.142,14.765,-0.3801,-0.476,9.686,-1.5839,-3.296,14.2,-0.2213,-0.223
1,0,1990,1990-08-27,63,34,64.44,25.034,1000.0,504,134,4.0,-0.0695,17.0,-0.2033,902.3,-0.4737,94.4,7.0,-0.7419,70.222,0.0291,101.5,179.961,0.7575,126.4,28.775,1.3206,203.7,198.456,0.021,100.6,16.81,-1.1959,31.2,14.447,-0.0846,-0.115,14.672,-0.4547,-0.569,11.357,-0.7808,-1.625,13.937,-0.4823,-0.487
1,0,1991,1991-08-27,63,34,64.44,25.034,1000.0,292,80,0.0,-0.8277,16.0,-0.3419,836.5,-1.0546,87.5,11.0,0.0,74.316,0.1467,107.4,139.033,-0.0679,97.6,1.015,-1.1817,7.2,217.895,0.3447,110.5,39.052,-0.4797,72.4,15.21,0.4793,0.649,15.117,-0.0991,-0.124,15.157,1.0453,2.175,13.847,-0.5715,-0.577
1,0,1992,1992-08-27,63,34,64.44,25.034,1000.0,461,181,12.0,1.4469,30.0,1.5986,858.3,-0.8622,89.8,6.0,-0.9274,140.543,2.0503,203.1,214.345,1.4508,150.5,24.785,0.9609,175.5,241.204,0.7328,122.3,104.792,1.6368,194.2,11.87,-1.9881,-2.691,12.743,-1.9952,-2.497,8.529,-2.14,-4.453,13.357,-1.0573,-1.067
1,0,1993,1993-08-27,63,34,64.44,25.034,1000.0,648,329,9.0,0.8783,23.0,0.6284,846.0,-0.9708,88.5,8.0,-0.5564,80.515,0.3249,116.3,168.955,0.5355,118.6,12.09,-0.1834,85.6,216.608,0.3232,109.8,25.267,-0.9236,46.8,13.133,-1.0548,-1.428,14.147,-0.8741,-1.094,9.743,-1.5565,-3.239,12.434,-1.9715,-1.989
1,0,1994,1994-08-27,63,34,64.44,25.034,1000.0,816,476,9.0,0.8783,18.0,-0.0647,878.7,-0.6821,91.9,18.0,1.2984,14.304,-1.5781,20.7,30.225,-2.2621,21.2,5.549,-0.773,39.3,97.092,-1.6668,49.2,61.31,0.2369,113.6,14.747,0.137,0.185,15.442,0.1605,0.201,11.357,-0.7808,-1.625,14.044,-0.3755,-0.379
1,0,1995,1995-08-27,63,34,64.44,25.034,1000.0,790,373,3.0,-0.2591,20.0,0.2125,921.1,-0.3078,96.4,14.0,0.5564,31.094,-1.0956,44.9,88.265,-1.0917,62.0,25.857,1.0576,183.1,126.504,-1.1771,64.2,29.764,-0.7788,55.2,14.56,-0.0009,-0.001,13.662,-1.2615,-1.579,12.114,-0.4169,-0.868,14.493,0.0695,0.07
1,0,1996,1996-08-27,63,34,64.44,25.034,1000.0,424,161,0.0,-0.8277,15.0,-0.4805,807.2,-1.3133,84.4,23.0,2.2258,36.845,-0.9303,53.2,103.258,-0.7893,72.5,0.053,-1.2684,0.4,159.175,-0.6331,80.7,18.117,-1.1538,33.6,14.793,0.1715,0.232,14.305,-0.7476,-0.936,14.186,0.5785,1.204,13.451,-0.9637,-0.972
1,0,1997,1997-08-27,63,34,64.44,25.034,1000.0,643,267,5.0,0.12,13.0,-0.7577,973.0,0.1504,101.8,11.0,0.0,63.452,-0.1655,91.7,114.343,-0.5658,80.3,7.219,-0.6224,51.1,158.17,-0.6498,80.2,85.163,1.0048,157.8,15.057,0.366,0.495,16.492,0.9993,1.251,14.614,0.7844,1.632,15.386,0.954,0.962
1,0,1998,1998-08-27,63,34,64.44,25.034,1000.0,1895,1618,18.0,2.5842,30.0,1.5986,812.0,-1.2709,84.9,4.0,-1.2984,94.203,0.7184,136.1,227.637,1.7189,159.9,36.612,2.027,259.2,306.77,1.8245,155.6,26.455,-0.8853,49.0,12.527,-1.503,-2.035,14.068,-0.9366,-1.172,11.771,-0.5817,-1.21,13.156,-1.2566,-1.268
