group,lat,lon,year,cycle,score_mlp
presence,62.720135,28.997909,2026.0,2023,0.8223075071970621
presence,68.966095,27.003345,2025.0,2023,0.460753192504247
presence,69.195739,27.878549,2025.0,2023,0.9473579327265421
presence,68.308578,28.005396,2025.0,2023,0.3228369454542796
presence,68.308578,28.005396,2025.0,2023,0.3228369454542796
presence,68.308578,28.005396,2025.0,2023,0.3228369454542796
presence,65.114456,25.640388,2024.0,2023,0.8231042822202047
presence,65.153615,25.241415,2024.0,2023,0.916488528251648
presence,65.15874,25.446694,2024.0,2023,0.6231804291407267
presence,66.471109,25.85725,2024.0,2023,0.7938900589942932
presence,64.600457,26.47871,2024.0,2023,0.9484800696372986
presence,66.257046,26.035752,2024.0,2023,0.9083029627799988
presence,61.178607,28.365914,2024.0,2023,0.7921929955482483
presence,66.53989,25.50549,2024.0,2023,0.5386377573013306
presence,62.796909,29.564842,2023.0,2023,0.8341631889343262
presence,61.312901,23.417445,2023.0,2023,0.4020686745643616
presence,59.992641,24.449354,2023.0,2023,0.27011004090309143
presence,61.178489,28.365735,2023.0,2023,0.7461776534716288
presence,64.205882,29.179715,2023.0,2023,0.8742396434148153
presence,66.500983,25.761039,2023.0,2023,0.5912668704986572
presence,66.500721,25.767725,2023.0,2023,0.649191419283549
presence,66.002045,28.326792,2022.0,2021,0.919227679570516
presence,66.473553,25.860447,2022.0,2021,0.9107058048248291
presence,64.800908,25.289505,2022.0,2021,0.5329651633898417
presence,66.290847,27.193143,2022.0,2021,0.5584743817647299
presence,68.709326,27.274347,2022.0,2021,0.4937648872534434
presence,68.710027,27.273368,2022.0,2021,0.5965422789255778
presence,68.70673,27.28226,2022.0,2021,0.6349392731984457
presence,68.706199,27.283043,2022.0,2021,0.6402119199434916
presence,68.70206,27.27485,2022.0,2021,0.5713951587677002
presence,68.706128,27.28287,2022.0,2021,0.6402119199434916
presence,68.698494,27.289063,2022.0,2021,0.6349011063575745
presence,68.69923,27.294006,2022.0,2021,0.6250812808672587
presence,68.455388,28.415464,2022.0,2021,0.9566933115323385
presence,68.45241,28.427351,2022.0,2021,0.9583991964658102
presence,68.457075,28.451169,2022.0,2021,0.9557971358299255
presence,68.456069,28.418349,2022.0,2021,0.956159234046936
presence,68.45257,28.422259,2022.0,2021,0.9487272898356119
presence,68.454254,28.403738,2022.0,2021,0.9526678522427877
presence,68.761187,27.286741,2022.0,2021,0.3266453941663106
presence,68.896304,26.965222,2022.0,2021,0.7497574687004089
presence,66.612928,26.324151,2021.0,2021,0.608971913655599
presence,63.34409,23.370234,2021.0,2021,0.6326742966969808
presence,60.348612,25.880321,2021.0,2021,0.45528526107470196
presence,64.137812,28.30137,2021.0,2021,0.7809370160102844
presence,60.285835,25.20057,2020.0,2019,0.453184574842453
presence,60.615453,24.830894,2020.0,2019,0.7234477599461874
presence,61.765044,29.385568,2020.0,2019,0.5122923950354258
presence,66.325541,26.230054,2020.0,2019,0.6584300398826599
presence,63.275163,27.463617,2020.0,2019,0.5960608323415121
presence,64.451392,26.791578,2020.0,2019,0.935507337252299
presence,66.368746,29.29534,2020.0,2019,0.9170081814130148
presence,60.941964,25.76445,2020.0,2019,0.20889471968015036
presence,65.442985,29.596713,2020.0,2019,0.9166865547498068
presence,62.656283,29.6814,2020.0,2019,0.9141933719317118
presence,67.004321,27.226094,2020.0,2019,0.8866904973983765
presence,61.2597,27.711698,2019.0,2019,0.14696300278107324
presence,61.259655,27.711807,2019.0,2019,0.16098066667715707
presence,60.483669,22.105114,2019.0,2019,0.6288779377937317
presence,62.699458,29.728109,2018.0,2017,0.79085773229599
presence,65.009696,27.459829,2018.0,2017,0.8883644342422485
presence,61.690905,25.018425,2017.0,2017,0.5886061787605286
presence,62.450383,28.76725,2017.0,2017,0.26545188824335736
