group,weight,id,lat,lon,x,y,row,col,year,cycle,unc_m,ika,manty,kuusi,koivu,tilavuus,ppa,latvuspeitto,keskipituus,keskilapimitta,pine_share,spruce_share,decid_share,stems_ha,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_missing,main_1,main_2,main_3,main_4,ika_m3,manty_m3,kuusi_m3,latvuspeitto_m3,ppa_m3,ika_m9,manty_m9,kuusi_m9,latvuspeitto_m9,ppa_m9,dry_site_frac9,pine_max9,spruce_min9,elev,slope,northness,eastness,tpi7,tpi31,relief7,soil_coarse,soil_till,soil_fine,soil_rock,soil_peat,soil_other,soil_none,coarse_frac9,coarse_frac31,glac_glaciofluvial,glac_littoral,glac_moraine,glac_other,glac_none,glacfl_frac31,thermal_sum,precip
bg_random,1.0,,63.391591281913826,24.295691804209135,364888.0,7032072.0,46639,19203,,2023,,75,38,0,1,39,10,42,108,13,0.95,0,0.025,753.4,0,0,0,0,1,0,0,0,0,1,0,0,0,73,54.143,0,48.714,11.571,58.5,54.167,0.48485,44.091,10.939,0.74074,109,0,160,0.25323,-0.70711,-0.70711,1.051,2.2755,3,1,0,0,0,0,0,0,1,0.76483,1,0,0,0,0,0.4974,1083.7,620.48
bg_random,1.0,,65.91799400915173,24.502605599914066,386312.0,7313032.0,29079,20542,,2023,,8,0,0,0,0,0,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6667,0.22222,0,6.2222,0.11111,15.185,5.9846,6.5077,13.923,2.4462,0.098765,82,0,36.1,1.4761,0.97014,0.24253,-0.05714,0.1692,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1021.1,650.9
bg_random,1.0,,68.05081561249725,23.603758104348838,358392.0,7552424.0,14117,18797,,2023,,165,108,2,0,110,16,45,150,24,0.97297,0.018018,0,353.68,0,0,0,1,0,0,0,0,0,1,0,0,0,129.33,113.78,3.6667,44.778,16.889,132.09,89.444,4.7901,38.16,14.914,0.8642,135,0,246.3,5.3083,-0.67267,0.73994,-0.13266,5.4136,13,1,0,0,0,0,0,0,1,0.718,1,0,0,0,0,0.65557,716.42,540.84
bg_random,1.0,,67.58993934227942,25.344497003485845,429576.0,7498088.0,17513,23246,,2023,,76,12,0,0,12,4,16,57,7,0.92308,0,0,1039.4,1,0,0,0,0,0,0,0,0,0,0,1,0,75.778,12.222,0.33333,15.444,4.1111,69,10.531,1.0247,14.185,3.5926,0.58025,23,0,196.4,0.40035,-0.44719,-0.89444,0.020416,-0.019867,0.89999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,780.49,543.67
bg_random,1.0,,68.85694066767573,27.822199653582395,533096.0,7638632.0,8729,29716,,2023,,209,71,0,5,76,14,34,131,22,0.92208,0,0.064935,368.29,0,0,1,0,0,0,0,0,0,1,0,0,0,205.56,91.444,0,31.778,15.556,192.41,78.094,0,29.688,13.531,0.34568,116,0,121.3,0.17905,-4.3711e-08,1,0.9449,1.2689,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,745.25,461.23
bg_random,1.0,,67.07116106461507,25.69066094187533,443080.0,7439912.0,21149,24090,,2023,,100,93,2,2,96,14,42,140,20,0.95876,0.020619,0.020619,445.63,0,0,0,1,0,0,0,0,0,1,0,0,0,91.333,86.222,2.7778,42,15.111,81.543,80,2.1728,43.654,14.864,0.71605,115,0,182.1,7.125,-0.6,-0.8,0.63266,1.5842,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,847.48,568.4
bg_random,1.0,,65.15253450534857,26.55484733016025,479128.0,7225528.0,34548,26343,,2023,,55,46,42,69,158,27,79,139,16,0.28931,0.26415,0.43396,1342.9,0,0,1,0,0,0,0,0,0,1,0,0,0,42.667,40.444,34.556,68.111,19.778,37.593,24.951,28.605,59.617,15.272,0.23457,65,0,107.7,0.7382,-0.97014,0.24253,0.075516,1.2684,1.9,0,1,0,0,0,0,0,0,0.010406,0,0,0,0,1,0.0010406,1037.5,615.92
bg_random,1.0,,63.34358229627023,24.651692323586307,382472.0,7026024.0,47017,20302,,2023,,46,66,0,1,68,13,60,106,12,0.95652,0,0.014493,1149.5,0,0,0,1,0,0,0,0,0,1,0,0,0,64.25,87.25,12.75,57,16,63.56,99.8,19.227,57.24,17.52,0.60494,174,0,180.4,0.64555,0.83206,-0.55469,0.50613,1.5612,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1086.6,614.55
bg_random,1.0,,60.80207853704025,27.592853692281707,532264.0,6740888.0,64838,29664,,2023,,7,1,3,0,4,0,15,13,1,0.2,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25.889,23.222,4.5556,31.778,6.2222,41.04,53.12,49.933,43.693,12.96,0.14815,186,0,58.3,0.64555,0.5547,-0.83205,-1.2347,-7.9604,10.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1375.1,678.75
bg_random,1.0,,63.14372121316034,27.234746571859393,511832.0,7001624.0,48542,28387,,2023,,14,14,0,1,15,3,10,26,3,0.875,0,0.0625,4244.1,0,0,1,0,0,0,0,0,0,1,0,0,0,25.667,44.667,18.667,25.889,7.6667,34.284,42.691,32.58,30.025,9.4568,0.2716,170,0,90.4,1.2532,-1,8.7423e-08,-0.35714,-0.14526,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1228.9,634.3
bg_random,1.0,,61.60121068395747,24.64866667167658,375256.0,6832008.0,59143,19851,,2023,,69,16,221,8,247,27,67,210,24,0.064516,0.89113,0.032258,596.83,0,0,1,0,0,0,0,0,0,1,0,0,0,67.333,15.556,204.33,72.778,27.111,66.37,36.926,163.21,75.173,26.012,0,216,13,111.4,9.305,-0.57218,-0.82013,0.087753,-0.45068,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1293.1,617.66
bg_random,1.0,,63.597573008442616,27.634501103493022,531480.0,7052328.0,45373,29615,,2023,,43,38,62,48,160,19,70,117,13,0.23602,0.38509,0.29814,1431.5,0,0,1,0,0,0,0,0,0,1,0,0,0,31.556,22.556,47.444,67.111,13.333,52.333,40.358,69.444,64.235,17.444,0.2716,107,0,144.2,1.3633,-0.91914,-0.39392,-0.61021,-1.9927,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1139.8,682.16
bg_random,1.0,,65.91155986926654,24.765459837777637,398248.0,7311864.0,29152,21288,,2023,,58,24,49,38,112,18,52,126,17,0.21239,0.43363,0.33628,793.02,0,0,1,0,0,0,0,0,0,1,0,0,0,36.556,18,21.333,37.667,9.6667,33.851,9.7015,25.09,44,9.2537,0,64,0,33.9,0.3581,-4.3711e-08,-1,-0.07959,-0.46025,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1020.1,646.82
bg_random,1.0,,63.42111569088456,23.909291957075503,345752.0,7036232.0,46379,18007,,2023,,79,105,1,3,108,15,58,132,15,0.9633,0.0091743,0.027523,848.83,0,0,0,1,0,0,0,0,0,0,0,1,0,71,84.778,6.1111,53.556,15.333,66.37,95.901,8.6049,56.519,16.765,0.76543,182,0,94.5,0.53714,-4.3711e-08,-1,-0.28368,0.083038,2.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1114.6,608.53
bg_random,1.0,,66.10284185823099,25.872079349202174,449016.0,7331832.0,27904,24461,,2023,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1111,0,10.075,3.0299,0.61194,6.2687,0.92537,0.1358,44,0,149.6,0.17903,-4.3711e-08,-1,-0.044891,0.018951,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,936.26,659.91
bg_random,1.0,,65.94416823842822,28.44143138884762,565560.0,7314440.0,28991,31745,,2023,,91,130,5,3,139,20,61,161,18,0.92857,0.035714,0.021429,785.95,0,0,1,0,0,0,0,0,0,1,0,0,0,115.33,65.333,19.333,49.222,16,100.44,69.395,17.963,45.642,14.37,0.37037,141,0,240.1,0.40036,0.89441,-0.44724,0.68164,1.0026,3.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.72529,865.66,686.77
bg_random,1.0,,66.26723384110859,26.747946164870005,488680.0,7349720.0,26786,26940,,2023,,139,76,2,6,85,14,36,140,22,0.88372,0.023256,0.069767,368.29,0,0,1,0,0,0,0,0,0,1,0,0,0,114.78,53,7.4444,41.222,12.556,80.753,63.21,6.5185,47.049,13.642,0.58025,138,1,193.8,1.611,-4.3711e-08,1,0.29591,1.7352,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,893.09,623.96
bg_random,1.0,,63.50443182736458,29.998056833552113,649192.0,7045288.0,45813,36972,,2023,,5,2,0,0,2,0,11,6,1,0.66667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15.778,24.889,2.8889,24.667,5,26.914,51.309,5.7407,36.284,9.0494,0.69136,151,0,148.2,3.9207,0.72954,0.68394,3.3061,12.676,13.2,1,0,0,0,0,0,0,0.67901,0.30385,0,0,0,0,1,0.17898,1092,678.13
bg_random,1.0,,61.28013016882728,23.607704092532675,318200.0,6798712.0,61224,16285,,2023,,32,7,33,81,141,21,75,130,12,0.049296,0.23239,0.57042,1856.8,0,1,0,0,0,0,0,0,0,1,0,0,0,38.667,5,28.778,73.444,19.667,28.77,7.6081,24.378,61.189,14.757,0.024691,77,0,103.7,1.8253,-0.19612,-0.98058,-1.8184,-2.4804,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1349.3,599.24
bg_random,1.0,,65.45751620582354,26.91628654184486,496120.0,7259448.0,32428,27405,,2023,,15,1,0,0,1,0,5,12,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32.778,2,0,7.5556,0.77778,37.077,11.449,0.26923,12.91,2.7692,0.93827,118,0,128,0.25321,0.70711,-0.70711,-0.034698,-0.35318,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1015.7,603.33
bg_random,1.0,,66.08945693297682,29.5698102328838,616200.0,7332264.0,27877,34910,,2023,,55,63,20,7,99,16,52,129,18,0.63,0.2,0.07,628.76,0,0,1,0,0,0,0,0,0,1,0,0,0,50.444,56.889,12.667,52.444,13.889,48.099,61.802,17.605,61.309,15.346,0.012346,124,1,265.4,1.0439,0.8575,0.51448,-0.40408,-1.7279,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,826.33,599.99
bg_random,1.0,,62.62682558134486,27.171390712514146,508792.0,6944024.0,52142,28197,,2023,,45,158,8,15,186,26,70,178,20,0.84492,0.042781,0.080214,827.61,0,0,1,0,0,0,0,0,0,1,0,0,0,41.625,116.75,23.125,70.25,20.625,48.081,101.95,30.811,68.122,19.473,0.28395,239,3,127.8,4.5761,0.6247,0.78087,0.84081,4.4366,8.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1230.7,614.66
bg_random,1.0,,63.51292681295967,23.409163202816696,321384.0,7047752.0,45659,16484,,2023,,62,117,23,14,156,24,60,168,19,0.74522,0.1465,0.089172,846.47,0,0,0,1,0,0,0,0,0,1,0,0,0,62,140.67,37.556,69.444,24.222,61.346,131.17,31.173,69.136,22.605,0.40741,221,0,58.8,1.3981,-0.76822,0.64018,-0.45102,2.401,5.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1147.6,590.28
bg_random,1.0,,62.10375075289014,26.60811403508975,479544.0,6885800.0,55781,26369,,2023,,29,30,18,27,82,13,53,108,11,0.36145,0.21687,0.3253,1367.9,0,0,1,0,0,0,0,0,0,1,0,0,0,30,13.889,32.222,59.778,11,21.429,8.4286,25.091,47.714,7.3766,0.012346,55,0,139.2,4.5237,-0.15799,-0.98744,0.42041,2.2557,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1233.8,663.79
bg_random,1.0,,62.97177649074464,26.37216048551874,468168.0,6982600.0,49731,25658,,2023,,72,96,0,6,103,19,61,159,20,0.92308,0,0.057692,604.79,0,0,0,1,0,0,0,0,0,0,0,1,0,64.778,91.556,10.667,60.444,16.778,76.136,116.04,7.9259,60.099,19.321,0.80247,219,0,157.5,2.0249,-0.70711,-0.70711,-0.63266,-1.269,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1159.1,662.39
bg_random,1.0,,63.814461088905354,25.975517961374052,449560.0,7076744.0,43847,24495,,2023,,95,107,0,8,115,18,66,141,17,0.92241,0,0.068966,793.02,0,0,0,1,0,0,0,0,0,0,0,1,0,101.33,89.222,12.778,61.333,17.444,86.944,79.597,9.3194,58.972,16.528,0.61728,149,0,146.2,0.40036,-0.89441,-0.44724,-0.022461,-0.016663,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1076.9,632.32
bg_random,1.0,,65.88397089130079,25.465771994053163,430056.0,7307832.0,29404,23276,,2023,,82,51,0,0,52,14,44,95,12,0.96226,0,0,1237.9,0,0,0,1,0,0,0,0,0,0,0,1,0,50.556,38,2.4444,35,9.7778,54.519,36.617,6.1481,44.259,11.864,0.65432,86,0,85,0.25321,0.70711,0.70711,-0.10816,-0.037979,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,985.14,667.41
bg_random,1.0,,65.94233778815138,25.64134545421159,438200.0,7314152.0,29009,23785,,2023,,64,59,5,28,91,13,55,115,16,0.6413,0.054348,0.30435,646.57,0,0,0,1,0,0,0,0,0,0,0,1,0,63.444,41.778,4,46.111,11.222,69.333,40.025,3.8765,43.654,10.765,0.62963,74,0,100.6,0.25321,-0.70711,-0.70711,0.077553,-0.045891,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,966.7,665.71
bg_random,1.0,,65.6372543102067,27.067260035286008,503096.0,7279480.0,31176,27841,,2023,,76,46,1,13,61,12,40,112,14,0.74194,0.016129,0.20968,779.53,0,0,0,1,0,0,0,0,0,0,0,1,0,78.444,39.889,1.7778,43.556,11.444,78.136,42.321,3.6914,41.531,10.84,0.95062,80,0,135.2,0.50643,-0.70713,-0.70708,-0.083679,-0.94652,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,974.66,642.54
bg_random,1.0,,60.591592577581075,27.6304689448419,534536.0,6717464.0,66302,29806,,2023,,66,98,131,20,249,28,65,215,24,0.392,0.524,0.08,618.94,0,0,1,0,0,0,0,0,0,1,0,0,0,54.778,111.22,87.889,66.333,26.111,57.892,82.622,114.47,66.838,24.986,0,201,4,24.9,1.3981,0.76822,0.64018,-0.077551,-1.2212,2.6,0,0,1,0,0,0,0,0,0.074922,0,0,0,0,1,0,1395.8,711.76
bg_random,1.0,,61.93228928095993,27.882566975596347,546328.0,6866952.0,56959,30543,,2023,,79,82,43,40,165,20,73,161,20,0.49398,0.25904,0.24096,636.62,0,0,1,0,0,0,0,0,0,0,1,0,0,49.222,81.222,40.333,67.111,18,40.287,54.338,53.737,68.25,16.837,0.23457,181,1,111.7,0,1,0,-0.12653,-0.40999,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1258.5,622.54
bg_random,1.0,,63.66173298499559,25.49322649716438,425416.0,7060200.0,44881,22986,,2023,,68,145,25,2,178,21,65,177,21,0.81006,0.13966,0.011173,606.3,0,0,1,0,0,0,0,0,0,1,0,0,0,56.556,129.33,17.778,66.111,19.222,70.21,116.89,19.062,63.037,19.63,0.45679,188,0,153.4,0,1,0,-0.13673,-0.93527,1.6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.38814,1083.6,621.91
bg_random,1.0,,62.901264768596555,26.440726534387174,471576.0,6974712.0,50224,25871,,2023,,106,48,376,31,455,36,73,258,30,0.10526,0.82456,0.067982,509.3,0,1,0,0,0,0,0,0,0,1,0,0,0,76.778,33.667,213.44,74.778,30,60.914,56.321,133.73,71.901,25.395,0.012346,196,3,109.4,3.9329,-1,8.7423e-08,0.76735,0.57149,4.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1194.4,648.38
bg_random,1.0,,67.47093500917515,29.69964657989122,615400.0,7486392.0,18244,34860,,2023,,61,0,0,1,2,1,9,37,5,0,0,0.33333,509.3,0,0,0,0,0,0,0,1,0,1,0,0,0,62.111,1.5556,7.5556,11.778,1.7778,65.012,3.0247,8.0988,12.642,2.0617,0.4321,10,0,505,6.0753,-0.058717,-0.99827,0.1857,-3.4719,11.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,673.45,619.44
bg_random,1.0,,68.17962116548244,24.808898515281918,409128.0,7564504.0,13362,21968,,2023,,122,75,0,5,81,11,27,145,22,0.91463,0,0.060976,289.37,0,0,0,1,0,0,0,0,0,1,0,0,0,114.89,51.667,8,25.556,9.5556,89.049,23.012,7.3333,19.407,6.0123,0.67901,85,0,265.9,1.4433,-0.99228,0.124,0.010193,0.23724,3.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,676.67,566.93
bg_random,1.0,,67.27194788913505,27.871184442929653,537560.0,7461960.0,19771,29995,,2023,,68,63,17,10,90,16,64,121,17,0.69231,0.18681,0.10989,704.91,0,0,1,0,0,0,0,0,0,1,0,0,0,79.889,63,14.889,54.111,15,76.284,51.531,14.543,50.864,14,0.08642,94,0,197.3,0.40038,0.44721,0.89443,-0.2449,-0.18449,2,1,0,0,0,0,0,0,0.66667,0.53174,1,0,0,0,0,0.53902,784.87,583.87
bg_random,1.0,,64.18844372607774,29.767261115268564,634408.0,7120936.0,41085,36048,,2023,,127,114,234,28,377,32,74,216,26,0.30159,0.61905,0.074074,602.72,0,0,1,0,0,0,0,0,0,1,0,0,0,119.67,72.889,193.33,69.667,29,91.162,73.735,93.206,65.5,22.706,0.16049,149,1,189,5.7134,0.6247,0.78087,0.14694,-0.22009,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1039.3,665.26
bg_random,1.0,,63.42511320810584,26.05419841236053,452792.0,7033304.0,46562,24697,,2023,,50,50,51,10,112,17,58,136,14,0.44248,0.45133,0.088496,1104.3,0,0,0,1,0,0,0,0,0,0,0,1,0,59.25,78.625,24.875,61.125,18.375,65.122,94.662,21.919,62.068,19.432,0.61728,189,0,184.6,1.5189,0.7071,0.70712,1.4367,3.3363,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1124.2,648.81
bg_random,1.0,,67.19512963523046,23.946971910001018,367992.0,7456376.0,20120,19397,,2023,,86,51,1,0,52,11,41,97,13,0.96226,0.018868,0,828.74,0,0,0,1,0,0,0,0,0,0,0,1,0,85.333,32,4,31.111,7.1111,80.321,27.741,7.8642,35.79,8.6914,0.81481,69,0,155.5,0.80067,-0.89443,-0.44721,0.0020294,0.20833,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,853.53,603.41
bg_random,1.0,,61.9932430470603,29.817568119567028,647576.0,6876632.0,56354,36871,,2023,,95,173,2,13,189,24,59,210,27,0.91053,0.010526,0.068421,419.17,0,0,0,1,0,0,0,0,0,1,0,0,0,74.889,172,4.2222,63.444,23,67.539,139.71,13.053,61.211,20.408,0.77778,240,0,102.6,6.8759,-0.5183,-0.8552,3.0857,8.7646,11.2,1,0,0,0,0,0,0,1,0.55671,1,0,0,0,0,0.42144,1243.6,641.75
bg_random,1.0,,60.84176016375704,26.3825675749633,466440.0,6745320.0,64561,25550,,2023,,7,0,0,0,0,0,30,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.8889,0,0.33333,33.333,0.11111,17.531,13.37,22.84,41.84,5,0,170,0,71.2,2.1624,-0.4138,-0.91037,0.12653,-2.5176,3.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1389.1,640.16
bg_random,1.0,,62.12325129064576,27.40317964348232,521032.0,6887976.0,55645,28962,,2023,,2,0,2,0,2,0,5,4,0,0,0.66667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.8889,2,6.8889,17.556,0.88889,24.603,34.81,23.032,32.984,7.746,0.074074,221,0,109.3,16.431,0.26491,0.96427,0.29592,0.071175,20.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1261.1,605.87
bg_random,1.0,,66.44174605215282,25.25829796622376,422328.0,7370232.0,25504,22793,,2023,,88,22,58,20,100,20,66,119,15,0.21782,0.57426,0.19802,1131.8,0,0,0,1,0,0,0,0,0,0,1,0,0,90,49.556,54.444,63,19.222,76.377,39.312,36.247,54.532,15.247,0.40741,137,0,89.9,0.25321,-0.70711,0.70711,0.14693,-0.16733,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,957.15,609.21
bg_random,1.0,,67.38793267058678,27.122498577021407,505256.0,7474632.0,18979,27976,,2023,,99,12,0,0,13,2,10,58,8,0.85714,0,0,397.89,0,0,0,0,0,1,0,0,0,0,0,1,0,95.111,9.5556,2.5556,12.333,2.7778,82.901,11.222,2.1481,13.778,3.3827,0.75309,46,0,236.1,0.64555,-0.83206,0.55469,0.061218,-2.6529,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.01873,776.5,561.72
bg_random,1.0,,62.47624927888383,24.916951369277374,392616.0,6928968.0,53083,20936,,2023,,41,98,0,34,132,17,60,117,13,0.73684,0,0.25564,1280.8,0,0,0,1,0,0,0,0,0,1,0,0,0,44.222,98.111,6.4444,61,17.889,50.438,96.712,7.65,58.45,17.087,0.59259,142,0,219,2.5619,-0.90796,-0.41906,0.27754,2.089,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1113.6,691.33
bg_random,1.0,,63.30335257992434,30.82676004221641,691736.0,7025112.0,47074,39631,,2023,,60,56,12,27,96,15,55,134,16,0.57732,0.12371,0.27835,746.04,0,0,0,1,0,0,0,0,0,0,0,1,0,58.556,60.444,21.889,61.778,18,60.025,61.296,13.568,61.988,16.778,0.80247,112,0,196.4,0.25323,-0.70711,-0.70711,-0.0040741,-1.7878,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1074.3,675.51
bg_random,1.0,,67.82098188154687,26.008879880486948,458248.0,7523240.0,15941,25038,,2023,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1111,0,0,0,0,1.8642,0,0.17284,0,0,294.3,0.50637,0.70711,0.70711,0.03064,-0.05191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,704.02,544.45
bg_random,1.0,,62.29754683185722,29.624371184941833,636088.0,6910088.0,54263,36153,,2023,,37,131,74,24,228,28,80,143,17,0.57205,0.32314,0.1048,1233.6,0,0,1,0,0,0,0,0,0,1,0,0,0,41.333,61.222,134.22,80.111,26.111,38.463,50.975,94.562,73.625,22.763,0.037037,131,4,79.1,3.0879,-0.98478,-0.17379,0.012245,-0.10219,7.3,0,1,0,0,0,0,0,0,0.083247,0,0,0,0,1,0,1273.3,609.56
bg_random,1.0,,61.70259992689684,21.95002645415032,233112.0,6851416.0,57930,10967,,2023,,9,1,4,6,11,1,14,19,2,0.083333,0.33333,0.5,3183.1,0,0,1,0,0,0,0,0,0,1,0,0,0,23.286,5.1429,9.7143,50.429,8.4286,28.718,14.359,23.231,60.436,12.667,0.037037,112,0,42.9,1.9026,-0.75258,-0.6585,-0.24694,-1.4555,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1312,662.82
bg_random,1.0,,65.30254897965884,27.266480630018673,512424.0,7242200.0,33506,28424,,2023,,36,23,14,47,85,17,72,114,14,0.26744,0.16279,0.54651,1104.3,0,1,0,0,0,0,0,0,0,1,0,0,0,27.75,12.25,6.875,46.25,8,44.528,33.453,8.4528,50.943,11.736,0.17284,137,0,120.5,1.5294,-0.35112,-0.93633,-0.22449,-1.3461,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1025.8,621.29
bg_random,1.0,,62.319584238847824,21.592774377558626,219992.0,6921496.0,53550,10147,,2023,,106,36,2,1,39,14,42,131,17,0.9,0.05,0.025,616.79,0,0,0,0,1,0,0,0,0,1,0,0,0,95.571,90.143,9.8571,49.571,15.429,69.324,97.946,18.5,60.838,18.797,0.62963,173,0,52.1,4.859,-0.29409,0.95578,0.028572,0.88762,8.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1224.3,662.29
bg_random,1.0,,68.13007200260793,24.896411868291082,412568.0,7558856.0,13715,22183,,2023,,34,6,0,0,6,2,8,28,4,0.85714,0,0,1591.5,0,0,0,1,0,0,0,0,0,0,0,1,0,46.222,6.1111,0.11111,9.7778,2.3333,62.938,7.8025,0.87654,12.815,3.0988,0.69136,27,0,259,1.5189,-0.70711,-0.70711,0.010193,-0.37732,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,686.79,566.45
bg_random,1.0,,65.48031884351954,27.317698315110245,514712.0,7262024.0,32267,28567,,2023,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.8889,2.3333,0.33333,5.3333,0.66667,4.0741,3.9383,0.23457,4.7901,0.71605,0.92593,42,0,214.5,2.7251,-0.39392,-0.91914,0.10204,3.3109,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,989.07,636.07
bg_random,1.0,,64.33496267463993,29.09424539773148,601192.0,7136008.0,40143,33972,,2023,,136,91,92,6,188,28,76,158,22,0.48148,0.48677,0.031746,736.58,0,0,1,0,0,0,0,0,0,1,0,0,0,114.33,73.556,92,70,27,106.87,86.528,107.06,71.887,27.038,0,233,25,171.9,4.4135,-0.52635,-0.85027,0.83673,1.7784,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1022.7,707.29
bg_random,1.0,,67.24276645147964,26.40120504258019,474152.0,7458568.0,19983,26032,,2023,,96,55,14,7,76,14,46,101,14,0.71429,0.18182,0.090909,909.46,0,0,0,1,0,0,0,0,0,0,0,1,0,103.67,66.667,18.333,46.222,15.333,93.346,48.494,12.198,35.272,10.852,0.61728,136,0,219.2,3.7589,0.99887,0.047561,-0.59184,0.47075,4.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,804.3,564.98
bg_random,1.0,,66.1507934431327,25.93307711417098,451864.0,7337128.0,27573,24639,,2023,,14,5,1,0,6,2,10,16,2,0.71429,0.14286,0,6366.2,0,0,0,1,0,0,0,0,0,1,0,0,0,45.556,23.333,15.444,29.556,6.7778,52.39,36.286,13.065,33.974,9.0519,0.39506,162,0,132.2,7.9891,-0.2004,0.97971,-0.069397,-4.7741,11.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,939.72,651.48
bg_random,1.0,,69.162075202394,27.131185297589262,505208.0,7672440.0,6616,27973,,2023,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.667,5.6667,0,4.7778,1.7778,71.358,23.494,0,21.457,6.6914,0.24691,110,0,166.3,0.64556,-0.55472,0.83204,-0.52245,-1.1154,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.056191,633.81,471.13
bg_random,1.0,,65.82628221559833,24.910189560901273,404520.0,7302136.0,29760,21680,,2023,,61,21,23,10,55,11,40,118,16,0.375,0.41071,0.17857,547.1,0,0,1,0,0,0,0,0,0,1,0,0,0,66.444,27.333,13.222,41.444,10.556,63.062,31.346,9.8765,36.617,9.5432,0.65432,87,0,88.6,0.25322,0.70708,0.70713,0.11633,-0.28065,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1007.7,658.09
bg_random,1.0,,62.00466323198966,25.22154588431136,406872.0,6875976.0,56395,21827,,2023,,40,84,54,14,152,17,62,135,15,0.54902,0.35294,0.091503,962,0,0,1,0,0,0,0,0,0,1,0,0,0,61.111,93.889,60.889,62.556,19.889,87.383,112.19,159.41,66.617,25.864,0.12346,211,6,154.8,5.0574,-0.74154,-0.67091,0.30817,2.2208,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1234.2,648.44
