group,weight,id,lat,lon,x,y,row,col,year,cycle,unc_m,ika,manty,kuusi,koivu,tilavuus,ppa,latvuspeitto,keskipituus,keskilapimitta,pine_share,spruce_share,decid_share,stems_ha,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_missing,main_1,main_2,main_3,main_4,ika_m3,manty_m3,kuusi_m3,latvuspeitto_m3,ppa_m3,ika_m9,manty_m9,kuusi_m9,latvuspeitto_m9,ppa_m9,dry_site_frac9,pine_max9,spruce_min9,elev,slope,northness,eastness,tpi7,tpi31,relief7,soil_coarse,soil_till,soil_fine,soil_rock,soil_peat,soil_other,soil_none,coarse_frac9,coarse_frac31,glac_glaciofluvial,glac_littoral,glac_moraine,glac_other,glac_none,glacfl_frac31,thermal_sum,precip
bg_random,1.0,,62.578224650695844,30.944814648626977,702600.0,6944792.0,52094,40310,,2023,,45,71,3,4,78,13,57,148,18,0.89873,0.037975,0.050633,510.87,0,0,0,1,0,0,0,0,0,1,0,0,0,55.778,82.889,0.33333,57.111,14,53.049,60.827,4.963,46.753,11.79,0.92593,162,0,165.8,0.75961,0.70711,0.70711,0.65714,1.2209,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1141.4,682.13
bg_random,1.0,,66.65839416634424,28.53649144862117,567928.0,7394136.0,24010,31893,,2023,,56,18,8,23,49,5,39,61,9,0.36,0.16,0.46,785.95,0,0,0,1,0,0,0,0,0,1,0,0,0,53.556,19,8.7778,42.778,6.5556,49.802,17.679,7.6296,35.79,7.0617,0.24691,84,1,338.6,1.5399,0.81374,0.58123,0.3551,6.8659,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,785.33,585.46
bg_random,1.0,,63.75715604127328,24.693647685107454,386232.0,7072008.0,44143,20537,,2023,,61,77,3,32,120,17,63,144,17,0.63636,0.024793,0.26446,748.96,0,0,0,1,0,0,0,0,0,0,0,1,0,61.333,52.222,1.6667,46.222,12,65.883,56.95,1.5667,49.117,13.233,0.69136,104,0,120.5,0.17905,-4.3711e-08,-1,-0.089798,-0.33049,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1075,624.97
bg_random,1.0,,68.04610101036099,25.18873087533868,424440.0,7549112.0,14324,22925,,2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11111,0,0,0,0,1.1235,0,0.18519,0,0,226.1,0.17906,1,0,0.034698,-0.31622,0.39999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,706.85,558.75
bg_random,1.0,,68.00973347517986,24.133384130076113,380248.0,7546728.0,14473,20163,,2023,,140,66,15,30,111,16,38,151,23,0.58929,0.13393,0.26786,385.1,0,0,1,0,0,0,0,0,0,1,0,0,0,141.33,35.333,40.111,32.889,12.556,121.94,51.272,29,40.543,13.494,0.11111,130,2,364.2,3.851,-0.3714,-0.92847,-0.032654,0.70334,9.9,0,1,0,0,0,0,0,0,0.034339,0,0,0,0,1,0,660.4,585.02
bg_random,1.0,,68.32970312054256,27.0009706558138,500040.0,7579624.0,12417,27650,,2023,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7778,0,7.4938,1.321,0.64198,4.1481,0.61728,0.24691,19,0,269.3,0.64551,0.83206,0.55468,0.012268,-0.032349,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,658.1,564.35
bg_random,1.0,,60.52184074012441,21.852384112701237,217608.0,6720584.0,66107,9998,,2023,,37,12,21,24,132,16,64,120,14,0.090226,0.15789,0.18045,1039.4,0,0,1,0,0,0,0,0,0,1,0,0,0,46.8,54.6,54.2,63.8,17.6,61.448,79.655,36.621,58.397,18.655,0.23457,248,0,32.1,1.9026,0.75258,-0.6585,-1.1571,-1.0734,8.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1454.9,629.47
bg_random,1.0,,66.13479785879167,29.897509529480928,630776.0,7337960.0,27521,35821,,2023,,89,12,0,0,12,3,8,67,9,0.92308,0,0,471.57,0,0,0,1,0,0,0,0,0,0,0,1,0,55.889,6.7778,0.55556,6.3333,1.7778,50.123,11.444,3.642,16.272,3.8025,0.4321,67,0,293.1,1.4321,-1,8.7423e-08,-0.30817,-2.1775,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,799.71,606.91
bg_random,1.0,,67.81642952090314,24.6093264001646,399288.0,7524344.0,15872,21353,,2023,,131,16,0,0,16,4,14,68,11,0.94118,0,0,420.91,0,0,0,0,1,0,0,0,0,0,0,1,0,116.78,14.333,1,15.556,4,91.58,13.765,2.2346,17.827,4.2963,0.93827,38,0,197,0.25323,-0.70711,0.70711,-0.030609,0.053802,0.39999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,738.23,569.51
bg_random,1.0,,60.642048655930026,27.92225293312242,550440.0,6723272.0,65939,30800,,2023,,81,172,6,16,194,23,64,182,21,0.88205,0.030769,0.082051,664.05,0,0,0,1,0,0,0,0,0,0,0,1,0,75.556,162.11,6.7778,64.333,23.556,63.086,99.506,22.296,67.284,21.975,0.41975,195,0,23.9,0.7382,-0.24253,-0.97014,0.069387,-2.2706,1.2,0,0,0,0,1,0,0,0.074074,0.26119,0,0,0,0,1,0.18939,1401,696.21
bg_random,1.0,,61.06794942577,24.751492105413703,378664.0,6772440.0,62866,20064,,2023,,89,114,0,0,115,19,60,170,21,0.98276,0,0,548.56,0,0,0,0,1,0,0,0,0,0,0,1,0,85.111,112.67,0.88889,57.333,18.889,71.654,93.494,35.198,59.025,19.247,0.61728,168,0,110.6,0.17906,-1,8.7423e-08,-0.11021,-0.50114,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1436,1293,621.84
bg_random,1.0,,61.090380468488,27.346955945614162,518712.0,6772904.0,62837,28817,,2023,,115,44,0,4,47,10,48,80,11,0.91667,0,0.083333,1052.3,0,0,0,0,1,0,0,0,0,0,0,1,0,81.111,51.556,0.66667,51.556,10.778,71.062,78.877,16.407,61.062,16.617,0.62963,173,0,99.3,0.25321,0.70711,0.70711,0.022446,-4.6428,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1359.4,627.5
bg_random,1.0,,68.29424252468137,27.317300186029197,513096.0,7575704.0,12662,28466,,2023,,194,51,2,1,55,7,24,145,31,0.91071,0.035714,0.017857,92.744,0,0,0,0,1,0,0,0,0,1,0,0,0,176.33,58.222,4.8889,30.889,11,156.96,50.84,7.5556,28.321,9.7284,0.85185,72,0,323.9,1.5295,-0.3511,-0.93634,0.57755,2.4785,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,648.73,575.05
bg_random,1.0,,61.847855956822514,23.316253081881776,306168.0,6862728.0,57223,15533,,2023,,66,102,67,51,223,27,70,212,24,0.45536,0.29911,0.22768,596.83,0,0,1,0,0,0,0,0,0,1,0,0,0,56.333,66.222,112.67,65.444,22.667,60.642,55.63,148.89,71.42,26.383,0.074074,170,1,129.5,0.40036,-0.89441,-0.44724,-0.15511,-0.0094757,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1223.7,686.32
bg_random,1.0,,63.61398207532899,22.75078221141454,289416.0,7061000.0,44831,14486,,2023,,73,177,26,6,213,27,79,187,22,0.8271,0.1215,0.028037,710.28,0,0,1,0,0,0,0,0,0,1,0,0,0,60.111,123.44,31,65.889,20.889,58.909,108.76,32.97,67.924,21.697,0.24691,184,0,9.4,1.2009,0.44721,0.89443,0.20816,2.3669,2.1,0,1,0,0,0,0,0,0,0.055151,0,0,0,0,1,0,1195.5,573.92
bg_random,1.0,,66.95910046674695,26.03998358521681,458072.0,7427144.0,21947,25027,,2023,,93,73,1,3,78,13,31,150,20,0.92405,0.012658,0.037975,413.8,0,0,0,1,0,0,0,0,0,1,0,0,0,105.44,78.889,0.77778,34.222,12.222,94.765,73.605,0.81481,34.63,12.21,1,102,0,227.8,0.89519,0.8,0.6,-0.14899,0.19948,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,845.24,576.22
bg_random,1.0,,68.74196489256408,27.544310786598047,522024.0,7625688.0,9538,29024,,2023,,203,104,0,3,108,15,36,126,23,0.95413,0,0.027523,361.03,0,0,1,0,0,0,0,0,0,1,0,0,0,144.44,68,0,31.222,11.222,108.91,55.025,0.46914,30.272,10.457,0.65432,104,0,130.1,3.4167,-0.99451,-0.10468,-0.5551,-2.0302,9.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,714.87,489.02
bg_random,1.0,,64.50089331069105,27.43618729290309,520952.0,7152904.0,39087,28957,,2023,,84,28,0,6,35,8,48,97,13,0.77778,0,0.16667,602.72,0,0,0,0,1,0,0,0,0,0,0,1,0,61.778,32.667,1.8889,41.778,9.5556,63.42,40.259,2.9383,41.481,9.8395,0.66667,103,0,151.7,0.80071,-0.44723,-0.89442,-0.14899,-0.47357,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1040.4,654.09
bg_random,1.0,,62.66571272903154,26.80433653417934,489976.0,6948360.0,51871,27021,,2023,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.625,0,13.417,7.5833,3.1833,12.1,2.5167,0.11111,80,0,96.8,0.50641,-0.70711,0.70711,-0.12245,-0.76576,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1241.3,633.19
bg_random,1.0,,62.85663260611057,27.318895759759087,516232.0,6969656.0,50540,28662,,2023,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.556,18.556,1.1111,9.5556,2.5556,31.481,29.086,57.827,31.21,10.815,0.14815,151,0,130.4,0.40036,-0.44724,0.89441,-0.17958,-7.3001,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1221.4,605.79
bg_random,1.0,,68.32864325441865,28.28303115706685,552872.0,7580056.0,12390,30952,,2023,,215,107,0,8,114,14,36,150,26,0.93043,0,0.069565,263.69,0,0,0,1,0,0,0,0,0,1,0,0,0,190.78,103.89,1.4444,37.444,14,174.88,82.901,3.2099,34.901,12.469,0.67901,163,0,293.6,5.8528,0.60971,-0.79262,0.19797,-1.5934,11.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,655.32,525.61
bg_random,1.0,,66.39139565426173,26.862340191628036,493848.0,7363544.0,25922,27263,,2023,,27,1,1,16,22,3,29,30,3,0.043478,0.043478,0.69565,4244.1,0,1,0,0,0,0,0,0,0,0,1,0,0,61,14.667,22.556,41.556,9.3333,57.79,17.049,21.63,46.716,10.63,0.074074,72,0,173,10.724,0.61051,-0.79201,-0.2347,-0.42352,13.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,895.6,599.98
bg_random,1.0,,66.47424194512884,24.268040381147177,378344.0,7375432.0,25179,20044,,2023,,63,67,6,0,73,11,39,104,13,0.90541,0.081081,0,828.74,0,0,0,1,0,0,0,0,0,1,0,0,0,75.111,69.111,8.8889,45,12.667,75.756,59.692,14.308,45.821,12.705,0.54321,117,0,94.6,0.25321,-0.70711,0.70711,0.12857,0.659,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,977.26,582.33
bg_random,1.0,,64.16209934331623,29.33499323691042,613528.0,7117160.0,41321,34743,,2023,,60,99,51,11,161,22,72,160,19,0.61111,0.31481,0.067901,775.94,0,0,1,0,0,0,0,0,0,1,0,0,0,64,80.444,41.889,71.556,21.111,73.494,87.728,42.519,69.568,22.506,0.22222,190,4,172.6,2.3874,0.97439,0.22485,0.39592,-0.64339,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1067,668.68
bg_random,1.0,,64.00317067260231,25.40450643947643,421976.0,7098344.0,42497,22771,,2023,,13,8,4,3,15,2,44,24,2,0.5,0.25,0.1875,6366.2,0,0,1,0,0,0,0,0,0,1,0,0,0,19.778,10.667,9.6667,55.111,4.8889,34.025,20.321,18.938,54.086,7.7654,0.14815,121,2,146.4,0.73821,-0.97015,-0.24251,-0.034683,0.50583,1.4,0,1,0,0,0,0,0,0.08642,0.24558,0,0,0,0,1,0,1084.2,575.27
bg_random,1.0,,61.49682335987186,27.141400064302257,507528.0,6818136.0,60010,28118,,2023,,18,17,13,15,52,8,62,68,8,0.32075,0.24528,0.28302,1591.5,0,0,1,0,0,0,0,0,0,1,0,0,0,24.556,19,27.111,67.333,10.556,37.926,46.37,71.37,69,17.383,0.037037,162,10,97.5,1.4432,-0.49614,0.86824,-0.11224,-2.6432,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1315.2,625.38
bg_random,1.0,,65.41903174403508,29.237326254661543,603832.0,7257000.0,32581,34137,,2023,,68,68,14,0,82,13,34,136,17,0.81928,0.16867,0,572.74,0,0,0,1,0,0,0,0,0,1,0,0,0,55,52.667,10.222,32.444,10.333,79.877,70.753,11.469,40.679,12.148,0.55556,150,0,230.3,5.2873,-0.97926,0.20261,-1.198,-4.0123,15.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.89178,886.38,661.79
bg_random,1.0,,62.819025272187936,26.35187185757231,466968.0,6965592.0,50794,25583,,2023,,52,60,4,1,65,14,47,108,12,0.90909,0.060606,0.015152,1237.9,0,0,0,1,0,0,0,0,0,1,0,0,0,45.778,66.222,38.222,41.444,15.222,58.944,58.169,119.07,56.648,21.014,0.25926,241,0,101,1.8428,-0.87416,-0.48564,0.18367,0.42393,2.3,0,1,0,0,0,0,0,0,0.019771,0,0,0,0,1,0,1240.4,620.29
bg_random,1.0,,60.941005276356954,26.264302691057875,460136.0,6756440.0,63866,25156,,2023,,92,319,24,8,357,30,76,239,29,0.89106,0.067039,0.022346,454.19,0,0,1,0,0,0,0,0,0,1,0,0,0,78,204.67,86.222,72.333,27.889,66.198,125.64,74.481,68.988,23.679,0.061728,339,1,97.6,17.107,0.91381,0.40614,1.5878,9.7779,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1377.8,626.87
bg_random,1.0,,62.48254624450663,27.83451727119958,543016.0,6928216.0,53130,30336,,2023,,16,0,1,18,31,7,54,78,7,0,0.03125,0.5625,1818.9,0,0,1,0,0,0,0,0,0,1,0,0,0,14.667,0,1.1111,45.333,5.6667,21.938,4.8642,10.642,51.605,8.1728,0,213,0,137.5,4.7197,-0.49206,-0.87056,0.065308,10.02,16.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1291.7,637.03
bg_random,1.0,,68.04377195144255,26.1439122975644,464280.0,7547992.0,14394,25415,,2023,,49,7,0,0,7,1,8,36,6,0.875,0,0,353.68,0,1,0,0,0,0,0,0,0,0,0,1,0,48.444,9.3333,1.8889,10.111,2.1111,70.617,9.642,12.802,19.605,5.2716,0.32099,53,0,252.8,1.2531,-1,8.7423e-08,-0.35715,-1.1675,2.1,0,0,0,0,1,0,0,0,0.043704,0,0,0,0,1,0,698.83,534.51
bg_random,1.0,,63.33610018683671,28.677337410002476,583976.0,7024136.0,47135,32896,,2023,,55,141,22,13,175,20,72,191,22,0.80114,0.125,0.073864,526.13,0,0,1,0,0,0,0,0,0,1,0,0,0,57.222,153.33,15.778,71.556,22,57.605,128.27,16.099,64.79,19.741,0.49383,201,0,152.7,1.089,0.98639,0.16441,-0.28163,-0.3075,2.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1096.8,701.3
bg_random,1.0,,67.36077164509695,25.91250119000702,453288.0,7472008.0,19143,24728,,2023,,75,27,5,11,44,10,48,79,11,0.6,0.11111,0.24444,1052.3,0,0,0,1,0,0,0,0,0,0,0,1,0,74.111,27,4.2222,42.778,8.6667,72.173,30.049,4.5679,40.901,9.6543,0.93827,58,0,215.9,0.53714,-1,8.7423e-08,0.05307,-0.040787,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,806.2,550.06
bg_random,1.0,,62.12852075316105,28.298462112140147,567720.0,6889176.0,55570,31880,,2023,,57,167,81,17,268,28,68,223,27,0.62082,0.30112,0.063197,489.04,0,1,0,0,0,0,0,0,0,1,0,0,0,72.4,111.8,174.8,68.4,28.2,69.349,103.53,144.16,69.605,26.884,0.024691,224,8,78.1,6.7185,-0.92848,0.37139,-2.1796,-3.4691,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1333.7,618.91
bg_random,1.0,,61.36701208135313,27.56789893345636,530360.0,6803800.0,60906,29545,,2023,,100,98,22,30,150,21,52,187,21,0.64901,0.1457,0.19868,606.3,0,0,0,1,0,0,0,0,0,0,0,1,0,66.333,101.44,20.778,66.556,22.556,60.789,103.42,45.807,64.737,21.386,0.25926,192,0,94.9,3.0462,-0.99827,0.058726,-1.9327,-7.9323,9.8,0,1,0,0,0,0,0,0,0.0072841,0,0,0,0,1,0,1367,618.62
bg_random,1.0,,63.12170443475548,30.896818226921674,696472.0,7005112.0,48324,39927,,2023,,76,48,0,0,48,12,47,104,13,0.97959,0,0,904.08,0,0,0,0,1,0,0,0,0,0,0,1,0,71.778,29.111,0,31.889,7.3333,57.963,44.481,3.321,34.568,9.037,0.92593,173,0,154.8,0.17906,-1,8.7423e-08,0.085709,0.21487,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1108,694.94
bg_random,1.0,,63.08562114533157,25.361507707858713,417256.0,6996184.0,48882,22476,,2023,,57,123,67,25,216,27,77,174,20,0.56682,0.30876,0.11521,859.44,0,0,1,0,0,0,0,0,0,1,0,0,0,57.778,140.56,40.222,69.111,23.556,45.378,68.108,27.162,55.649,15.176,0.17284,191,0,135.1,4.5657,0.50873,-0.86093,0.45102,0.66545,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1186.3,596.58
bg_random,1.0,,60.625031951684186,22.02634280502287,228008.0,6731320.0,65436,10648,,2023,,69,56,0,1,57,7,24,81,13,0.96552,0,0.017241,527.38,0,0,0,0,0,0,1,0,0,1,0,0,0,93.778,66.111,0.33333,36.222,11,83.346,90.42,15.63,48.284,16.407,0.79012,188,0,49.2,6.3719,-0.30782,0.95144,3.4388,16.24,17.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1435,643.21
bg_random,1.0,,60.567423359292086,24.280599008806387,350952.0,6717688.0,66288,18332,,2023,,14,0,9,2,11,1,23,42,5,0,0.75,0.16667,509.3,0,0,1,0,0,0,0,0,0,1,0,0,0,12.889,0.77778,8,30.333,2.4444,16.061,4.3469,10.347,43.245,6.5306,0,34,0,95.3,1.6503,0.97619,-0.21693,-0.2653,-0.1563,2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.013528,1311.8,670.42
bg_random,1.0,,62.2937263155957,25.51672637898549,423064.0,6907784.0,54407,22839,,2023,,93,107,0,4,112,17,60,145,17,0.9469,0,0.035398,748.96,0,0,0,0,1,0,0,0,0,0,0,1,0,67.111,95.889,15.444,60.667,19.222,56,84.329,18.271,62.1,18.314,0.51852,145,0,160.7,0.71615,1,0,-0.17348,-2.1767,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1186.3,643.4
bg_random,1.0,,61.235110833349914,28.176523290751206,563160.0,6789544.0,61797,31595,,2023,,41,76,15,5,111,17,64,159,19,0.67857,0.13393,0.044643,599.59,0,0,1,0,0,0,0,0,0,1,0,0,0,42.333,95.556,25.667,63.556,18.667,45.407,81.222,16.506,58.58,16.901,0.098765,201,0,86.5,3.9692,0.58549,0.81068,-0.19388,-0.2409,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1420.4,597.21
bg_random,1.0,,67.05570657951347,27.529076550935866,523016.0,7437688.0,21288,29086,,2023,,31,4,6,38,48,9,31,56,7,0.081633,0.12245,0.77551,2338.6,0,0,1,0,0,0,0,0,0,1,0,0,0,52,12.167,8,53.833,14.833,61.45,41.15,12.575,56.05,15.325,0.037037,141,0,178.6,1.6981,-0.31623,0.94868,-0.059174,1.4096,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,838.29,558.99
bg_random,1.0,,61.795882355767944,28.039795310033096,554824.0,6851880.0,57901,31074,,2023,,11,0,14,9,23,3,37,32,3,0,0.58333,0.375,4244.1,0,0,1,0,0,0,0,0,0,1,0,0,0,11.222,1.4444,9,33.222,2.2222,25.21,29.617,11.506,43.272,7.6914,0.16049,156,0,110.8,4.1573,0.42993,0.90286,-1.1694,-2.7143,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1284.6,634.79
bg_random,1.0,,61.80420321785426,21.454415648638264,207928.0,6864840.0,57091,9393,,2023,,67,54,120,7,181,24,57,191,23,0.2967,0.65934,0.038462,577.65,0,0,1,0,0,0,0,0,0,1,0,0,0,62,90.333,46.111,55.333,18.889,60.123,96.951,22.185,54.321,18.691,0.71605,182,1,1,0.7382,0.97014,0.24254,-0.018367,-0.28345,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1287.3,588.97
bg_random,1.0,,68.37738072319503,26.709553469399776,488056.0,7584968.0,12083,26901,,2023,,126,51,2,2,55,11,24,116,22,0.91071,0.035714,0.035714,289.37,0,0,0,1,0,0,0,0,0,1,0,0,0,123,51,12.667,27,11.889,134.57,69.173,9.5802,30.864,13.481,0.50617,158,0,283.3,0.17906,-1,8.7423e-08,-0.51019,0.79074,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,653.95,554.79
bg_random,1.0,,64.13159204722804,26.473312150605647,474360.0,7111784.0,41657,26045,,2023,,96,112,5,24,142,21,74,158,19,0.78322,0.034965,0.16783,740.67,0,0,0,1,0,0,0,0,0,0,0,1,0,94.556,121.56,8.6667,68.778,21.444,91.704,114.11,9.6049,64.852,20.914,0.81481,176,0,131.1,0,1,0,-0.089798,-0.44339,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1084.7,622.6
bg_random,1.0,,60.95477995145676,21.554425755334663,205288.0,6770008.0,63018,9228,,2023,,55,8,146,19,174,21,74,170,20,0.045714,0.83429,0.10857,668.45,0,0,1,0,0,0,0,0,0,1,0,0,0,65.778,18.222,186.22,71.667,24.556,67.532,38.081,173.08,70.484,25.048,0.012346,149,4,25.2,0.71616,1,0,0.39388,-0.44017,0.8,0,0,0,0,1,0,0,0,0.081165,0,0,0,0,1,0.074922,1393.5,616.69
bg_random,1.0,,63.58638337795068,25.04481605301144,402968.0,7052408.0,45368,21583,,2023,,70,104,26,47,177,27,73,160,19,0.58427,0.14607,0.26404,952.28,0,0,1,0,0,0,0,0,0,1,0,0,0,58.556,55.667,15,63.111,17.333,61.136,81.901,16.963,62.963,18.358,0.55556,169,0,129.9,3.2833,-0.87157,-0.49027,-0.9102,-2.0694,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1103.5,603.36
bg_random,1.0,,65.89436778151304,24.828426032735987,401048.0,7309848.0,29278,21463,,2023,,71,17,22,59,98,14,58,132,17,0.17172,0.22222,0.59596,616.79,0,0,0,0,1,0,0,0,0,0,0,1,0,71.333,17.333,18.889,55.778,13.556,52.617,15.111,21.704,42.148,10.444,0.61728,46,0,35,0,1,0,-0.0040817,-0.61686,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.9,650.69
bg_random,1.0,,68.36978444897854,23.609862387236117,360600.0,7587928.0,11898,18935,,2023,,101,60,9,6,75,13,32,125,22,0.78947,0.11842,0.078947,341.99,0,0,0,1,0,0,0,0,0,1,0,0,0,116.89,68.889,13.556,35.778,13.889,114.05,44.543,13.765,34.877,11.42,0.32099,117,1,337,8.5962,0.86824,-0.49614,1.4408,2.1028,22.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,643.86,497.87
bg_random,1.0,,63.26044188434431,26.85195436920593,492568.0,7014616.0,47730,27183,,2023,,69,33,106,18,164,24,65,182,21,0.2,0.64242,0.10909,692.92,0,0,1,0,0,0,0,0,0,1,0,0,0,60.889,57.222,87.556,69.111,22.222,55.284,50.951,68.049,68.111,20.037,0.19753,183,1,129.1,0.40036,-0.44724,-0.89441,0.065308,0.12341,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1176.1,692.33
bg_random,1.0,,65.40857964773296,26.043971459626203,455608.0,7254328.0,32748,24873,,2023,,71,52,1,4,56,15,51,100,13,0.91228,0.017544,0.070175,1130.1,0,0,0,0,1,0,0,0,0,0,0,1,0,75.667,55.556,0.66667,50.556,14.556,74.778,58.84,2.5926,50.259,14.556,0.91358,115,0,81.1,0.40037,-0.44723,-0.89442,0.036728,-0.16421,1,0,0,0,0,1,0,0,0,0.0072841,0,0,0,0,1,0.01873,1043.2,597.26
bg_random,1.0,,62.03432508171052,23.230008157009287,302840.0,6883736.0,55910,15325,,2023,,33,26,54,30,196,16,70,128,14,0.13198,0.27411,0.15228,1039.4,0,0,1,0,0,0,0,0,0,1,0,0,0,41.778,58.333,22.889,59.556,15.889,33.653,35.278,9.4722,39.319,9.3056,0.45679,115,0,170.4,0.96412,0.92848,0.37139,-0.091827,-0.74931,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1174.1,651.2
bg_random,1.0,,66.24901948471292,24.228684845682565,375480.0,7350424.0,26742,19865,,2023,,87,30,2,2,34,8,35,80,12,0.85714,0.057143,0.057143,707.36,0,0,0,1,0,0,0,0,0,0,0,1,0,82.333,36,2.3333,36.667,8.5556,74.136,32.79,1.5926,31.309,7.5802,0.88889,66,0,97.8,0.17905,-1,8.7423e-08,-0.087753,-0.2539,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,947.44,645.01
bg_random,1.0,,66.17655995692368,25.768322173660103,444488.0,7340136.0,27385,24178,,2023,,107,39,50,15,105,16,47,113,16,0.36792,0.4717,0.14151,795.77,0,0,0,1,0,0,0,0,0,0,0,1,0,100.78,48.556,39.889,52.333,16.333,94.469,59,56.716,60.975,19.975,0.2963,124,9,108.2,0.40037,-0.89443,-0.4472,0.065308,-0.56254,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,958.46,643.94
bg_random,1.0,,66.31297265172226,24.735921405943312,398520.0,7356632.0,26354,21305,,2023,,55,82,34,15,132,19,67,136,20,0.61654,0.25564,0.11278,604.79,0,0,1,0,0,0,0,0,0,1,0,0,0,65.333,43.778,72,69.222,20.556,51.543,35.84,33.593,48.198,13.148,0.14815,92,0,144.3,0.56619,-0.31624,0.94868,0.17551,0.54298,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,936.75,627.26
bg_random,1.0,,62.06799580202873,24.8929040825445,389896.0,6883544.0,55922,20766,,2023,,23,17,35,6,64,13,67,72,8,0.26154,0.53846,0.092308,2586.3,0,0,0,1,0,0,0,0,0,1,0,0,0,29.667,27.444,44.111,69.222,15.556,44.741,54.963,47.975,68.123,18.086,0.25926,168,0,153.7,2.8847,-0.99228,0.12403,0.059174,-1.8722,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1220.2,635.86
bg_random,1.0,,61.64827113658606,21.708900831427044,219896.0,6846392.0,58244,10141,,2023,,87,10,344,24,390,34,77,244,28,0.025575,0.8798,0.061381,552.17,0,1,0,0,0,0,0,0,0,1,0,0,0,85.333,60.667,276.67,77.889,31.444,72.654,70.641,192.46,72.41,28.385,0.16049,187,7,18.7,4.2631,0.54499,-0.83844,-0.053061,0.35671,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1331.6,635.98
