id,group,lat,lon,year,cycle,score_mlp
5836067266,presence,59.15523,18.294,2025.0,2010,0.6980981429417928
5836087940,presence,59.17714,18.2101,2025.0,2010,0.5747636357943217
5836094703,presence,59.14837,18.03995,2025.0,2010,0.736557682355245
5836114994,presence,67.13717,20.9432,2025.0,2010,0.7955752809842428
5836119523,presence,59.15127,18.29349,2025.0,2010,0.22286842266718546
5836126117,presence,59.1549,18.29564,2025.0,2010,0.822910745938619
5836149358,presence,59.15425,18.29344,2025.0,2010,0.8208489616711935
5836168062,presence,67.12957,20.9213,2025.0,2010,0.9488996466000875
5836186320,presence,64.79262,18.32468,2025.0,2010,0.9303403894106547
5836210502,presence,59.15905,18.32269,2025.0,2010,0.6824645002683004
5839243139,presence,59.16564,18.29594,2025.0,2010,0.8360188206036886
5839264079,presence,62.78017,16.37508,2025.0,2010,0.13069710383812586
5839264958,presence,59.16907,18.28701,2025.0,2010,0.8280648589134216
5839279744,presence,62.76788,16.39114,2025.0,2010,0.07357701535026233
5839282445,presence,62.77974,16.38524,2025.0,2010,0.3502958118915558
5839337774,presence,62.78109,16.38114,2025.0,2010,0.44071149826049805
5839347678,presence,59.16317,18.28933,2025.0,2010,0.7427334586779276
5843611544,presence,65.01203,19.69633,2025.0,2010,0.8303965131441752
5843672016,presence,67.12547,21.05723,2025.0,2010,0.8992858330408732
5843674744,presence,63.12189,15.36603,2025.0,2010,0.7262788414955139
5858864771,presence,59.0547,18.42296,2025.0,2010,0.7374555865923563
5896090596,presence,59.67491,15.57011,2025.0,2010,0.30731335282325745
5900327020,presence,66.50035,22.44064,2025.0,2010,0.8456808924674988
5900353642,presence,67.06767,21.3604,2025.0,2010,0.9031474590301514
5922825121,presence,67.06729,21.36157,2025.0,2010,0.9234823981920878
5932978564,presence,67.1882,20.79625,2025.0,2010,0.386699636777242
5932984688,presence,67.18207,20.77629,2025.0,2010,0.9314451615015665
5933007329,presence,67.17751,20.78103,2025.0,2010,0.9198877414067587
6179743161,presence,62.20481,13.58374,2025.0,2010,0.9590945839881897
6179745147,presence,62.20439,13.58195,2025.0,2010,0.9577850500742594
6179750251,presence,62.20422,13.58229,2025.0,2010,0.9628056685129801
6179753602,presence,62.20517,13.58478,2025.0,2010,0.9418044686317444
6179760759,presence,62.20252,13.57793,2025.0,2010,0.9583624800046285
6179763377,presence,62.20572,13.58141,2025.0,2010,0.9411721626917521
6179787472,presence,62.20456,13.5827,2025.0,2010,0.9463006258010864
6179793176,presence,62.20463,13.57926,2025.0,2010,0.9529281655947367
6179800850,presence,62.20438,13.58382,2025.0,2010,0.9679205814997355
6179804290,presence,62.20507,13.58449,2025.0,2010,0.9617368777592977
6179805984,presence,62.20479,13.58278,2025.0,2010,0.9320625066757202
6179812397,presence,62.2048,13.58465,2025.0,2010,0.9569136301676432
6179817370,presence,62.20298,13.56712,2025.0,2010,0.9438911080360413
6179826818,presence,62.20319,13.58107,2025.0,2010,0.7301117380460104
6179830586,presence,62.20162,13.5747,2025.0,2010,0.9445463220278422
6179831691,presence,62.20323,13.57841,2025.0,2010,0.9608264168103536
6179843818,presence,62.20459,13.58376,2025.0,2010,0.9630280335744222
